Timestamp;Nome Modulo;ID; Byte 0 e 1;Byte 1 e 2;Byte 2 e 3;Byte 3 e 4;
0.000; Dynamics module data; 0x11;0000;5701;0000;10801
37.500; Thermal sensor module; 0x22;17003;9201;24502;6803
37.550; Dynamics module data; 0x11;0000;3100;0000;6601
37.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
37.550; Thermal sensor module; 0x21;13303;10201;14902;6303
37.550; Thermal sensor module; 0x22;11102;21103;22002;8500
37.600; Dynamics module data; 0x11;0000;13101;0000;17701
37.600; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
37.600; Thermal sensor module; 0x21;23200;22202;16600;19202
37.600; Thermal sensor module; 0x22;18002;24902;1700;23901
37.650; Dynamics module data; 0x11;0000;19001;0000;7601
37.650; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
37.650; Thermal sensor module; 0x21;2700;0103;16900;6800
37.650; Thermal sensor module; 0x22;6000;6600;4503;2102
37.700; Dynamics module data; 0x11;0000;0800;0000;3300
37.700; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
37.700; Thermal sensor module; 0x21;9400;13803;13502;20000
37.700; Thermal sensor module; 0x22;5301;5101;8701;25501
37.750; Dynamics module data; 0x11;0000;6401;0000;3800
37.750; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
37.750; Thermal sensor module; 0x21;1802;3103;4802;9501
37.750; Thermal sensor module; 0x22;11500;11303;18500;23902
37.800; Dynamics module data; 0x11;0000;0800;0000;17900
37.800; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
37.800; Thermal sensor module; 0x21;2501;18100;13502;23103
37.800; Thermal sensor module; 0x22;24500;6502;1302;2802
37.850; Dynamics module data; 0x11;0000;6101;0000;15600
37.850; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
37.850; Thermal sensor module; 0x21;5101;16101;12403;14201
37.850; Thermal sensor module; 0x22;0402;12903;11502;13903
37.900; Dynamics module data; 0x11;0000;5000;0000;1601
37.900; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
37.900; Thermal sensor module; 0x21;4901;21700;24700;14403
37.900; Thermal sensor module; 0x22;1001;20501;4402;23901
37.950; Dynamics module data; 0x11;0000;19900;0000;7200
37.950; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
37.950; Thermal sensor module; 0x21;18103;4000;8201;8101
37.950; Thermal sensor module; 0x22;7200;18603;13802;14402
38.000; Dynamics module data; 0x11;0000;13501;0000;12801
38.000; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
38.000; Thermal sensor module; 0x21;9502;16401;20702;10502
38.000; Thermal sensor module; 0x22;17402;16602;18802;5601
38.050; Dynamics module data; 0x11;0000;6401;0000;4500
38.050; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
38.050; Thermal sensor module; 0x21;20803;4201;24501;21801
38.050; Thermal sensor module; 0x22;8602;16501;22102;21400
38.100; Dynamics module data; 0x11;0000;8800;0000;0201
38.100; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
38.100; Thermal sensor module; 0x21;1800;13602;15103;20203
38.100; Thermal sensor module; 0x22;12800;1203;18900;18300
38.150; Dynamics module data; 0x11;0000;13500;0000;0600
38.150; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
38.150; Thermal sensor module; 0x21;9302;4100;23601;21400
38.150; Thermal sensor module; 0x22;1402;3203;11702;3001
38.200; Dynamics module data; 0x11;0000;9000;0000;1200
38.200; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
38.200; Thermal sensor module; 0x21;6603;20303;5403;0400
38.200; Thermal sensor module; 0x22;4101;19901;24602;9000
38.250; Dynamics module data; 0x11;0000;13801;0000;0201
38.250; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
38.250; Thermal sensor module; 0x21;21100;2803;12601;12001
38.250; Thermal sensor module; 0x22;4101;12503;5800;13600
38.300; Dynamics module data; 0x11;0000;19101;0000;17901
38.300; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
38.300; Thermal sensor module; 0x21;4800;16702;24502;8600
38.300; Thermal sensor module; 0x22;13600;15100;11303;4403
38.350; Dynamics module data; 0x11;0000;24400;0000;7200
38.350; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
38.350; Thermal sensor module; 0x21;7401;7503;6003;20502
38.350; Thermal sensor module; 0x22;17401;9803;1200;23502
38.400; Dynamics module data; 0x11;0000;14901;0000;18400
38.400; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
38.400; Thermal sensor module; 0x21;1901;25101;19702;1802
38.400; Thermal sensor module; 0x22;20503;22000;2002;12301
38.450; Dynamics module data; 0x11;0000;12700;0000;4101
38.450; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
38.450; Thermal sensor module; 0x21;19503;14100;7103;10400
38.450; Thermal sensor module; 0x22;22103;18503;17002;20000
38.500; Dynamics module data; 0x11;0000;0400;0000;4001
38.500; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
38.500; Thermal sensor module; 0x21;13100;15101;1100;5300
38.500; Thermal sensor module; 0x22;9602;5401;16801;5501
38.550; Dynamics module data; 0x11;0000;12901;0000;15100
38.550; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
38.550; Thermal sensor module; 0x21;3700;12402;2802;3900
38.550; Thermal sensor module; 0x22;9501;21703;4601;3801
38.600; Dynamics module data; 0x11;0000;13301;0000;6800
38.600; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
38.600; Thermal sensor module; 0x21;8900;3502;7402;20202
38.600; Thermal sensor module; 0x22;22600;13303;0503;20201
38.650; Dynamics module data; 0x11;0000;0201;0000;12100
38.650; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
38.650; Thermal sensor module; 0x21;12802;18303;20602;20200
38.650; Thermal sensor module; 0x22;15502;11302;4601;8603
38.700; Dynamics module data; 0x11;0000;3401;0000;23001
38.700; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
38.700; Thermal sensor module; 0x21;8303;3102;0903;4600
38.700; Thermal sensor module; 0x22;1800;7403;22603;15303
38.750; Dynamics module data; 0x11;0000;7800;0000;17600
38.750; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
38.750; Thermal sensor module; 0x21;4402;20601;20303;17002
38.750; Thermal sensor module; 0x22;16903;11501;13101;24001
38.800; Dynamics module data; 0x11;0000;4400;0000;18800
38.800; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
38.800; Thermal sensor module; 0x21;2801;22700;23102;15600
38.800; Thermal sensor module; 0x22;23201;4300;5701;6300
38.850; Dynamics module data; 0x11;0000;7700;0000;14000
38.850; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
38.850; Thermal sensor module; 0x21;21802;22503;4502;13503
38.850; Thermal sensor module; 0x22;19302;3802;22900;11502
38.900; Dynamics module data; 0x11;0000;2201;0000;24401
38.900; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
38.900; Thermal sensor module; 0x21;17703;13502;2102;11402
38.900; Thermal sensor module; 0x22;19701;1800;10402;3300
38.950; Dynamics module data; 0x11;0000;13201;0000;6901
38.950; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
38.950; Thermal sensor module; 0x21;3303;2401;5801;2402
38.950; Thermal sensor module; 0x22;1202;9000;0303;11901
39.000; Dynamics module data; 0x11;0000;22200;0000;0900
39.000; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
39.000; Thermal sensor module; 0x21;4402;6703;8300;9602
39.000; Thermal sensor module; 0x22;24801;6102;11201;1000
39.050; Dynamics module data; 0x11;0000;2600;0000;20700
39.050; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
39.050; Thermal sensor module; 0x21;10600;9201;22702;5400
39.050; Thermal sensor module; 0x22;7301;21503;15900;19800
39.100; Dynamics module data; 0x11;0000;19800;0000;22401
39.100; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
39.100; Thermal sensor module; 0x21;22803;22302;14503;19903
39.100; Thermal sensor module; 0x22;8103;16601;20901;16801
39.150; Dynamics module data; 0x11;0000;22500;0000;23400
39.150; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
39.150; Thermal sensor module; 0x21;11501;13103;14300;10403
39.150; Thermal sensor module; 0x22;1702;10101;3903;1301
39.200; Dynamics module data; 0x11;0000;12700;0000;15100
39.200; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
39.200; Thermal sensor module; 0x21;14500;2001;15102;15902
39.200; Thermal sensor module; 0x22;19302;3503;5101;24301
39.250; Dynamics module data; 0x11;0000;14001;0000;17401
39.250; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
39.250; Thermal sensor module; 0x21;2203;3802;0801;7102
39.250; Thermal sensor module; 0x22;14703;10000;14801;9503
39.300; Dynamics module data; 0x11;0000;2400;0000;12600
39.300; Dynamics module sensor errors; 0x12;0000;0000;0100;0100
39.300; Thermal sensor module; 0x21;22802;8802;9203;11902
39.300; Thermal sensor module; 0x22;6303;4602;2903;20402
39.350; Dynamics module data; 0x11;0000;9901;0000;2901
39.350; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
39.350; Thermal sensor module; 0x21;17903;20603;14002;11500
39.350; Thermal sensor module; 0x22;0702;0500;4601;17701
39.400; Dynamics module data; 0x11;0000;15301;0000;2701
39.400; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
39.400; Thermal sensor module; 0x21;21203;6800;15300;9600
39.400; Thermal sensor module; 0x22;6700;12603;8801;9101
39.450; Dynamics module data; 0x11;0000;22100;0000;11001
39.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
39.450; Thermal sensor module; 0x21;12103;19301;2901;8301
39.450; Thermal sensor module; 0x22;19701;13401;12503;2202
39.500; Dynamics module data; 0x11;0000;23201;0000;17500
39.500; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
39.500; Thermal sensor module; 0x21;24902;23301;0700;2500
39.500; Thermal sensor module; 0x22;7801;3402;4402;17502
39.550; Dynamics module data; 0x11;0000;9500;0000;20700
39.550; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
39.550; Thermal sensor module; 0x21;5603;5701;18400;25502
39.550; Thermal sensor module; 0x22;14203;22401;7203;20400
39.600; Dynamics module data; 0x11;0000;6800;0000;17201
39.600; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
39.600; Thermal sensor module; 0x21;9202;11703;7500;25100
39.600; Thermal sensor module; 0x22;2303;13201;5701;3301
39.650; Dynamics module data; 0x11;0000;3601;0000;21900
39.650; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
39.650; Thermal sensor module; 0x21;14402;4403;3203;1703
39.650; Thermal sensor module; 0x22;8900;2800;21701;25101
39.700; Dynamics module data; 0x11;0000;10401;0000;2700
39.700; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
39.700; Thermal sensor module; 0x21;2800;21802;6403;24500
39.700; Thermal sensor module; 0x22;21400;12300;25502;21602
39.750; Dynamics module data; 0x11;0000;21200;0000;12801
39.750; Dynamics module sensor errors; 0x12;0000;0000;0000;0100
39.750; Thermal sensor module; 0x21;21700;13202;16400;20602
39.750; Thermal sensor module; 0x22;1401;12801;18202;6800
39.800; Dynamics module data; 0x11;0000;10701;0000;9301
39.800; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
39.800; Thermal sensor module; 0x21;15301;19902;12502;12000
39.800; Thermal sensor module; 0x22;10702;21503;22202;11701
39.850; Dynamics module data; 0x11;0000;25300;0000;19501
39.850; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
39.850; Thermal sensor module; 0x21;22002;23101;19503;0103
39.850; Thermal sensor module; 0x22;2201;24601;7203;23100
39.900; Dynamics module data; 0x11;0000;7300;0000;12500
39.900; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
39.900; Thermal sensor module; 0x21;12400;1101;17701;16403
39.900; Thermal sensor module; 0x22;15101;10403;6903;7903
39.950; Dynamics module data; 0x11;0000;15901;0000;24600
39.950; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
39.950; Thermal sensor module; 0x21;14502;21501;19002;0703
39.950; Thermal sensor module; 0x22;1600;16400;23802;13100
40.000; Dynamics module data; 0x11;0000;9000;0000;7000
40.000; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
40.000; Thermal sensor module; 0x21;17203;24002;7702;7200
40.000; Thermal sensor module; 0x22;21700;22200;13303;5502
40.050; Dynamics module data; 0x11;0000;23401;0000;0901
40.050; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
40.050; Thermal sensor module; 0x21;9402;19502;0603;21903
40.050; Thermal sensor module; 0x22;16400;22000;0203;20901
40.100; Dynamics module data; 0x11;0000;4901;0000;20701
40.100; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
40.100; Thermal sensor module; 0x21;1703;19703;5700;13302
40.100; Thermal sensor module; 0x22;2602;6600;2203;20500
40.150; Dynamics module data; 0x11;0000;17000;0000;12201
40.150; Dynamics module sensor errors; 0x12;0100;0000;0100;0000
40.150; Thermal sensor module; 0x21;12500;24302;22400;3501
40.150; Thermal sensor module; 0x22;20302;11703;23402;13602
40.200; Dynamics module data; 0x11;0000;10300;0000;10101
40.200; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
40.200; Thermal sensor module; 0x21;7502;22603;14100;9003
40.200; Thermal sensor module; 0x22;9703;1001;8001;17602
40.250; Dynamics module data; 0x11;0000;18601;0000;16601
40.250; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
40.250; Thermal sensor module; 0x21;14903;13501;15100;0702
40.250; Thermal sensor module; 0x22;20403;20600;24001;14502
40.300; Dynamics module data; 0x11;0000;17700;0000;18300
40.300; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
40.300; Thermal sensor module; 0x21;10701;2302;3203;9600
40.300; Thermal sensor module; 0x22;3002;5500;5802;1701
40.350; Dynamics module data; 0x11;0000;13701;0000;10600
40.350; Dynamics module sensor errors; 0x12;0100;0100;0000;0100
40.350; Thermal sensor module; 0x21;12701;7100;5001;7200
40.350; Thermal sensor module; 0x22;3902;1702;8201;21202
40.400; Dynamics module data; 0x11;0000;10500;0000;13600
40.400; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
40.400; Thermal sensor module; 0x21;12803;8401;4403;7803
40.400; Thermal sensor module; 0x22;17702;19300;10200;19102
40.450; Dynamics module data; 0x11;0000;14601;0000;16601
40.450; Dynamics module sensor errors; 0x12;0100;0000;0100;0100
40.450; Thermal sensor module; 0x21;13001;23500;4802;6203
40.450; Thermal sensor module; 0x22;7703;7701;7201;8001
40.500; Dynamics module data; 0x11;0000;7000;0000;2701
40.500; Dynamics module sensor errors; 0x12;0000;0100;0000;0000
40.500; Thermal sensor module; 0x21;5903;7300;14300;2902
40.500; Thermal sensor module; 0x22;25101;4103;20200;23502
40.550; Dynamics module data; 0x11;0000;4700;0000;16301
40.550; Dynamics module sensor errors; 0x12;0000;0100;0100;0000
40.550; Thermal sensor module; 0x21;15801;5101;13803;0800
40.550; Thermal sensor module; 0x22;6801;16200;0401;5301
40.600; Dynamics module data; 0x11;0000;24700;0000;1201
40.600; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
40.600; Thermal sensor module; 0x21;0301;7803;4200;25300
40.600; Thermal sensor module; 0x22;22702;14101;18300;17201
40.650; Dynamics module data; 0x11;0000;10600;0000;17301
40.650; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
40.650; Thermal sensor module; 0x21;16301;13501;15203;25502
40.650; Thermal sensor module; 0x22;0700;16000;19600;18100
40.700; Dynamics module data; 0x11;0000;1100;0000;14901
40.700; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
40.700; Thermal sensor module; 0x21;22403;24302;18100;18102
40.700; Thermal sensor module; 0x22;13703;21503;9300;9900
40.750; Dynamics module data; 0x11;0000;4900;0000;8901
40.750; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
40.750; Thermal sensor module; 0x21;0202;4003;9002;11401
40.750; Thermal sensor module; 0x22;21900;23103;14601;4500
40.800; Dynamics module data; 0x11;0000;17801;0000;17800
40.800; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
40.800; Thermal sensor module; 0x21;21803;11303;9501;21300
40.800; Thermal sensor module; 0x22;14200;19000;18003;6400
40.850; Dynamics module data; 0x11;0000;9101;0000;19001
40.850; Dynamics module sensor errors; 0x12;0100;0100;0100;0000
40.850; Thermal sensor module; 0x21;25001;9200;23103;2600
40.850; Thermal sensor module; 0x22;6603;2303;15601;0001
40.900; Dynamics module data; 0x11;0000;12401;0000;4300
40.900; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
40.900; Thermal sensor module; 0x21;10601;21400;16203;8701
40.900; Thermal sensor module; 0x22;5703;0903;1101;21002
40.950; Dynamics module data; 0x11;0000;16200;0000;21001
40.950; Dynamics module sensor errors; 0x12;0100;0000;0000;0000
40.950; Thermal sensor module; 0x21;13100;22803;7202;4700
40.950; Thermal sensor module; 0x22;3500;10403;1101;16301
41.000; Dynamics module data; 0x11;0000;11200;0000;17701
41.000; Dynamics module sensor errors; 0x12;0100;0100;0100;0100
41.000; Thermal sensor module; 0x21;21501;24301;18000;22401
41.000; Thermal sensor module; 0x22;17800;1001;7503;19303
41.050; Dynamics module data; 0x11;0000;10501;0000;2600
41.050; Dynamics module sensor errors; 0x12;0100;0000;0000;0100
41.050; Thermal sensor module; 0x21;3001;18503;15801;17602
41.050; Thermal sensor module; 0x22;6201;25100;20600;19302
41.100; Dynamics module data; 0x11;0000;4201;0000;8701
41.100; Dynamics module sensor errors; 0x12;0000;0100;0100;0100
41.100; Thermal sensor module; 0x21;3301;16100;20602;17901
41.100; Thermal sensor module; 0x22;20103;5601;13303;15900
41.150; Dynamics module data; 0x11;0000;0200;0000;1400
41.150; Dynamics module sensor errors; 0x12;0100;0100;0000;0000
41.150; Thermal sensor module; 0x21;5002;14503;17501;7700
41.150; Thermal sensor module; 0x22;21202;23000;20703;0003
41.200; Dynamics module data; 0x11;0000;19000;0000;25300
41.200; Dynamics module sensor errors; 0x12;0000;0100;0000;0100
41.200; Thermal sensor module; 0x21;23301;7003;4803;14102
41.200; Thermal sensor module; 0x22;25501;14701;21401;1703
41.250; Dynamics module data; 0x11;0000;14300;0000;23001
41.250; Dynamics module sensor errors; 0x12;0000;0000;0100;0000
41.250; Thermal sensor module; 0x21;24700;23002;16303;21603
41.250; Thermal sensor module; 0x22;6803;20202;10001;5603
41.300; Dynamics module data; 0x11;0000;14600;0000;0100
41.300; Dynamics module sensor errors; 0x12;0000;0000;0000;0000
41.300; Thermal sensor module; 0x21;20600;15600;2603;22503
